id|ville|lat|lng
590|Groningen, The Netherlands|53.2193835|6.5665017
591|Lisbon, Portugal|38.7222524|-9.1393366
592|Biddinghuizen, NL|52.45523559999999|5.692692999999999
593|Brno, Czech Republic|49.1950602|16.6068371
594|Nurburg, West Germany|50.3418803|6.9520304
595|Bradford, United Kingdom|53.795984|-1.759398
596|Plovdiv, Bulgaria|42.1354079|24.7452904
597|Bucharest, Romania|44.4267674|26.1025384
598|Crato, Portugal|39.28767440000001|-7.6456553
599|Coimbra, Portugal|40.2033145|-8.4102573
600|Imola, Italy|44.35999959999999|11.7124294
601|Ternat, BE|50.87009279999999|4.1783284
602|Zambujeira do Mar, Portugal|37.5577771|-8.7591311
603|Portalegre,|39.2967086|-7.4284755
604|Paredes de Coura, Portugal|41.9130455|-8.5614589
605|Vilar de Mouros, Portugal|41.8913636|-8.7958754
606|Nürnberg, DE|49.4521018|11.0766654
607|Nickelsdorf, AT|47.9415942|17.0707582
608|Vizovice, Czech Republic|49.2229732|17.8548213
609|Nürburg, Germany|50.3418803|6.9520304
610|Eindhoven, Netherlands|51.44164199999999|5.4697225
611|Biddinghuizen|52.45523559999999|5.692692999999999
612|Biddinghuizen, Netherlands|52.45523559999999|5.692692999999999
613|Riga, Latvia|56.9496487|24.1051865
614|Cologne,|50.937531|6.9602786
615|Nuremberg,|49.4521018|11.0766654
616|Wiesen, Austria|47.7377921|16.339096
617|Heerlen, Netherlands|50.88817419999999|5.9794988
618|Lviv,|49.839683|24.029717
619|Bern,|46.9479739|7.4474468
620|  urbana illinois|40.1105875|-88.2072697
621|National Harbor, MD|38.7818036|-77.014663
622|Μαλακάσα|38.2388242|23.7964627
623|München,Germany|48.1351253|11.5819805
624|Zürich|47.3768866|8.541694
625|Athens, Greece|37.9838096|23.7275388
626|Buenos Aires,|-34.6036844|-58.3815591
627|Lima, Peru|-12.0463731|-77.042754
628|Singapore|1.352083|103.819836
629|Auburn, WA|47.30732279999999|-122.2284532
630|Singapore,|1.352083|103.819836
631|Hong Kong, China|22.3193039|114.1693611
632|São Paulo, São Paulo|-23.5505199|-46.63330939999999
633|Rybnik, Poland|50.1021742|18.5462847
634|Istanbul,|41.0082376|28.9783589
635|Nîmes, France|43.836699|4.360054
636|Reykjavík, Iceland|64.146582|-21.9426354
637|Dublin, IE|53.3440033|-6.2664667
638|Dublin Ireland|53.3498053|-6.2603097
639|Torino|45.0703393|7.686864
640|Düsseldorf, Germany|51.2277411|6.7734556
641|Panama City, Panama|8.9823792|-79.51986959999999
642|Zürich, Switzerland|47.3768866|8.541694
643|Tijuana, Mexico|32.5149469|-117.0382471
644|Belgium|50.503887|4.469936
645|Utrecht,|52.09073739999999|5.1214201
646|Vienna,|48.2081743|16.3738189
647|San Diego|32.715738|-117.1610838
648|Tilburg,|51.560596|5.0919143
649|Cleveland, Ohio|41.49932|-81.6943605
650|Utrecht|52.09073739999999|5.1214201
651|Lodz,|51.7592485|19.4559833
652|Genk, Belgium|50.96613|5.5021
653|Moscow, Russian Federation|55.755826|37.6172999
654|Warszawa, PL|52.2296756|21.0122287
655|Hamburg, DE|53.5510846|9.9936819
656|Maastricht, Netherlands|50.8513682|5.6909725
657|Leicester, UK|52.6368778|-1.1397592
658|Austin texas|30.267153|-97.7430608
659|Wolverhampton,|52.586973|-2.12882
660|Trotwood, OH|39.7972788|-84.3113334
661|Glendale, AZ|33.5386523|-112.1859866
662|Laredo, TX|27.5035613|-99.5075519
663|Fargo, ND|46.8771863|-96.7898034
664|San Antonio, TX|29.4241219|-98.49362819999999
665|Des Moines, IA|41.5868353|-93.6249593
666|Bakersfield, CA|35.3732921|-119.0187125
667|Fayetteville, NC|35.0526641|-78.87835849999999
668|Broomfield, CO|39.9205411|-105.0866504
669|Osaka, Japan|34.6937249|135.5022535
670|Monterrey, Mexico|25.6866142|-100.3161126
671|Sayreville, NJ|40.45940210000001|-74.360846
672|Niigata, Japan|37.9161244|139.0363708
673|Galway, Ireland|53.270668|-9.0567905
674|Trencin,|48.884936|18.0335208
675|Penrith, UK|54.664097|-2.752708
676|Kinross,|56.206132|-3.4229
677|Carrboro, NC|35.9101438|-79.0752895
678|Schijndel, the netherlands|51.6196625|5.433497399999999
679|Athens, GA|33.9519347|-83.357567
680|Gothenburg,|57.70887|11.97456
681|Roslyn NY|40.7998227|-73.6509622
682|Kensington, London|51.5010095|-0.1932794
683|Cologne, Germany|50.937531|6.9602786
684|Huntsville, AL|34.7303688|-86.5861037
685|Trondheim, Norway|63.4305149|10.3950528
686|Ft. Lauderdale, FL|26.1224386|-80.13731740000001
687|Cheltenham,|40.0812601|-75.1370254
688|Poole, UK|50.71505|-1.987248
689|Brussels, Belgium|50.8503463|4.3517211
690|Hoboken, NJ|40.7439905|-74.0323626
691|Kingston Upon Thames, United Kingdom|51.41233|-0.300689
692|Lorient|47.7482524|-3.3702449
693|Paredes de Coura|41.9130455|-8.5614589
694|Angouleme, France|45.648377|0.1562369
695|St. Pölten, Lower Austria|48.20353|15.63817
696|Hradec Králové,|50.2103605|15.825211
697|Preston,|53.763201|-2.70309
698|hvar, Croatia|43.1729478|16.4411136
699|Plymouth,|41.9584457|-70.6672621
700|Istanbul, Turkey|41.0082376|28.9783589
701|Werchter, BE|50.9712194|4.694200899999999
702|Chemnitz, Germany|50.827845|12.9213697
703|Bradford|53.795984|-1.759398
704|Stockholm Sweden|59.32932349999999|18.0685808
705|Santa Cruz, CA|36.9741171|-122.0307963
706|Bristol, United Kingdom|51.454513|-2.58791
707|Lakeland, FL|28.0394654|-81.9498042
708|Ogden, UT|41.223|-111.9738304
709|Sydney, NSW. Australia |-33.8688197|151.2092955
710|Kansas City, KS|39.11553139999999|-94.62678729999999
711|Akron, OH|41.0814447|-81.51900529999999
712|Modena,|44.647128|10.9252269
713|Kalamazoo, MI|42.2917069|-85.5872286
714|Fitchburg, MA|42.5834228|-71.8022955
715|New Delhi|28.6139391|77.2090212
716|Fort Collins, CO|40.5852602|-105.084423
717|Tel Aviv, Israel |32.0852999|34.78176759999999
718|Yam Hamelach, Israel|31.5590287|35.4731895
719|Rishon LeZion, Israel|31.9730015|34.7925013
720|Brisbane, QLD, Australia|-27.4697707|153.0251235
721|Marseille|43.296482|5.36978
722|Crans-près-Céligny, Switzerland|46.3598471|6.206461900000001
723|Hyères, FR|43.120541|6.128639
724|Puget Sur Argens, FR|43.455329|6.68408
725|Herouville St Clair|49.20358|-0.333655
726|Biarritz, France|43.4831519|-1.558626
727|Pickwick, Tennessee|35.0639134|-88.24721919999999
728|Évreux, France|49.0270129|1.151361
729|Marmande,|44.500484|0.159869
730|Mariaville, NY|42.8286864|-74.1351279
731|Québec, QC|46.8138783|-71.2079809
732|Nîmes |43.836699|4.360054
733|Barberaz,|45.555421|5.939437
734|Cannes, FR|43.552847|7.017369
735|Carhaix, France|48.27558399999999|-3.574188
736|Neuchâtel|46.9899874|6.9292732
737|Lanester|47.76349399999999|-3.347354
738|Quimper|47.997542|-4.097899
739|Landgraaf, Netherlands|50.8927646|6.0224085
740|Montendre,|45.283726|-0.409691
741|Albi|43.9250853|2.1486413
742|La Courneuve, FR|48.9320252|2.3990819
743|Belfort, FR|47.63967400000001|6.863849
744|Sélestat, FR|48.259386|7.454241000000001
745|Landgraaf,|50.8927646|6.0224085
746|Landgraaf|50.8927646|6.0224085
747|Landgraaf, The Netherlands|50.8927646|6.0224085
748|Luxembourg, Luxembourg|49.61162100000001|6.1319346
749|The Used|39.0290251|-95.6834238
750|Honolulu, HI|21.3069444|-157.8583333
751|Helsinki, Finland|60.16985569999999|24.9383791
752|Vaasa, Finland|63.09508899999999|21.6164564
753|Kentish Town, London|51.5490952|-0.144084
754|Hollywood CA|34.0928092|-118.3286614
755|Fords, NJ|40.5360104|-74.3152408
756|Islington, London|51.538621|-0.1028346
757|Lombard, IL|41.8800296|-88.00784349999999
758|Wilmington, DE|39.744655|-75.5483909
759|Southampton, UK|50.90970040000001|-1.4043509
760|Hull,|53.76762360000001|-0.3274198
761|Hatfield, UK|51.763366|-0.22309
762|Oxford|51.7548164|-1.2543668
763|York|39.9625984|-76.727745
764|Carlton, VIC, Australia|-37.8001|144.9671
765|St Kilda, VIC, Australia|-37.864|144.982
766|Allentown, PA|40.6022939|-75.4714098
767|West Hollywood, CA|34.0900091|-118.3617443
768|Kerkrade, Netherlands|50.8659457|6.0705486
769|Sesto San Giovanni|45.5328245|9.2256875
770|Huntington, NY|40.8681539|-73.425676
771|Den Haag, The Netherlands|52.0704978|4.3006999
772|Zapopan, JAL, MX|20.6719563|-103.416501
773|Ardmore, PA|40.0067785|-75.2854622
774|Ferndale, MI|42.4605917|-83.1346478
775|Fayetteville, AR|36.082156|-94.17185420000001
776|Nampa, ID|43.5788175|-116.55978
777|San Jose, CA|37.3382082|-121.8863286
778|San Bernardino, CA|34.1083449|-117.2897652
779|University Park, PA|40.8147955|-77.86531260000001
780|Lakewood, OH|41.4819932|-81.7981908
781|Phoenix ax|33.4483771|-112.0740373
782|Bad Kissingen|50.2007337|10.080392
783|Bangalore,|12.9715987|77.5945627
784|Zürich, CH|47.3768866|8.541694
785|Ludwigsburg, Germany|48.8940624|9.195464
786|Bristol, TN|36.5951059|-82.18874439999999
787|Kiev, Ukraine|50.4501|30.5234
788|İstanbul|41.0082376|28.9783589
789|St.louis|38.6270025|-90.19940419999999
790|Maplewood, MN|44.9530215|-92.9952153
791|São Paulo, SP|-23.5505199|-46.63330939999999
792|Sunrise, FL|26.1669711|-80.25659499999999
793|Donetsk, Ukraine|48.015883|37.80285
794|Goiânia, GO|-16.6868982|-49.2648114
795|Göteborg|57.70887|11.97456
796|Denver Colorado |39.7392358|-104.990251
797|Bratislava,|48.1485965|17.1077478
798|Avenches, Switzerland|46.8806009|7.0427075
799|Sarnia, Ontario|42.974536|-82.4065901
800|Penthalaz, Switzerland|46.6097989|6.525440199999999
801|Orillia, ON|44.6082465|-79.4196783
802|Meerhout, Belgium|51.13218999999999|5.07708
803|Costa Mesa, CA|33.6638439|-117.9047429
804|Tucson AZ|32.2226066|-110.9747108
805|Sydney, Australia|-33.8688197|151.2092955
806|St Augustine, FL|29.9012437|-81.31243409999999
807|Stateline, NV|38.9624079|-119.9399029
808|Del Mar, CA|32.9594891|-117.2653146
809|Seville, Spain|37.3890924|-5.9844589
810|Puebla, México|19.0414398|-98.2062727
811|Gold Coast, QLD|-28.016667|153.4
812|Oeiras,|38.6919934|-9.3118418
813|St. Petersburg, FL|27.7676008|-82.64029149999999
814|Kingston Upon Thames, UK|51.41233|-0.300689
815|London U.K.|51.5073509|-0.1277583
816|Joliet, IL|41.525031|-88.0817251
817|Lancaster, PA|40.0378755|-76.3055144
818|Rhode Island|41.5800945|-71.4774291
819|Bristol|51.454513|-2.58791
820|Cheswick, PA|40.5417343|-79.7992155
821|Nottingham, United Kingdom|52.95478319999999|-1.1581086
822|Camarillo, CA|34.2163937|-119.0376023
823|New Haven, CT|41.308274|-72.9278835
824|New Farm, QLD|-27.468|153.048
825|Launceston, Tas, AUS|-41.43322149999999|147.1440875
826|Darling Harbour, NSW|-33.87488|151.2009
827|Ypsilanti, MI|42.2411499|-83.61299389999999
828|Seoul, Korea, Republic Of|37.566535|126.9779692
829|Bendigo, VIC|-36.7570157|144.2793906
830|Mandurah, WA|-32.5361038|115.7424077
831|Townsville, QLD|-19.2589635|146.8169483
832|Auckland,|-36.8484597|174.7633315
833|Kaunas|54.8985207|23.9035965
834|Rouen, France|49.44323199999999|1.099971
835|Englewood, CO|39.6477653|-104.9877597
836|Trondheim,|63.4305149|10.3950528
837|Crespellano, Bologna, Italy|44.5143919|11.1290632
838|Minsk, Belarus|53.9006011|27.558972
839|Donnington, United Kingdom|51.4158214|-1.3302562
840|Sheffield, United Kingdom|53.38112899999999|-1.470085
841|Eindhoven, The Netherlands|51.44164199999999|5.4697225
842|Morgantown, WV|39.629526|-79.95589679999999
843|Champaign, IL|40.1164204|-88.2433829
844|Royal Oak, MI|42.4894801|-83.1446485
845|Oslo, NO|59.9138688|10.7522454
846|Harrison Arkansas|36.2297936|-93.1076765
847|Allegan, MI|42.5291989|-85.8553031
848|Palmer, AK|61.599415|-149.1146334
849|Victorville, CA|34.5362184|-117.2927641
850|Lynchburg, VA|37.4137536|-79.14224639999999
851|Valdosta, GA|30.8327022|-83.2784851
852|Oberhausen, Germany|51.4963341|6.863776499999999
853|Lima, OH|40.742551|-84.1052256
854|Columbia, SC|34.0007104|-81.0348144
855|Loveland, CO|40.3977612|-105.0749801
856|Hot Springs, AR|34.5037004|-93.0551795
857|Darien Center, NY|42.9011708|-78.38863119999999
858|Darien Lake,NY|42.9278518|-78.3822125
859|Jaroměř, Czech Republic|50.3568041|15.924138
860|Dessel, Belgium|51.23985|5.11269
861|Dessel,|51.23985|5.11269
862|Gainesville, FL|29.6516344|-82.32482619999999
863|Lansing, MI|42.732535|-84.5555347
864|Ft Lauderdale, FL|26.1224386|-80.13731740000001
865|Geneseo, NY|42.795896|-77.816947
866|Roseville, CA|38.7521235|-121.2880059
867|St. Charles, MO|38.7881062|-90.4974359
868|North Myrtle Beach, SC|33.8160058|-78.680016
869|Ventura, CA|34.2804923|-119.2945199
870|El Paso, TX|31.7618778|-106.4850217
871|Springfield, MO|37.2089572|-93.29229889999999
872|Hampton Beach, NH|42.9113098|-70.81348179999999
873|arlington  heights illinois|42.0883603|-87.98062650000001
874|racine wisconsin|42.7261309|-87.78285230000002
875|Aurora, IL|41.7605849|-88.32007150000001
876|wheaton illinois|41.8661403|-88.1070127
877|Hinsdale illinois|41.8008642|-87.9370052
878|Long Beach CA|33.7700504|-118.1937395
879|macomb illinois|40.4592076|-90.67179709999999
880|Fort Wayne, IN|41.079273|-85.1393513
881|Flagstaff, AZ|35.1982836|-111.651302
882|Niagara Falls, NY|43.0962143|-79.0377388
883|Doylestown, PA|40.3101063|-75.1298939
884|Rockford, Illinois|42.2711311|-89.0939952
885|Coral Gables, FL|25.7491968|-80.2635411
886|Oxford, OH|39.5069974|-84.74523099999999
887|Lisbon|38.7222524|-9.1393366
888|Fairfax, VA|38.84622359999999|-77.30637329999999
889|Santa Monica, CA|34.0194543|-118.4911912
890|Irvine, CA|33.6845673|-117.8265049
891|Olivehurst, CA|39.0954484|-121.5521858
892|Münster, Germany|51.9606649|7.6261347
893|Toronto Canada|43.653226|-79.3831843
894|København, DK|55.6760968|12.5683372
895|Bern, Switzerland|46.9479739|7.4474468
896|Roma|19.4095846|-99.1575732
897|Nuremberg, Germany|49.4521018|11.0766654
898|Arlington, TX|32.735687|-97.10806559999999
899|Landover, MD|38.9340002|-76.8966397
900|Flushing, NY|40.7674987|-73.833079
901|Werchter, Belgium|50.9712194|4.694200899999999
902|Miami, FL|25.7616798|-80.1917902
903|Wheatland, CA|39.0098946|-121.4230133
904|Columbus Ohio|39.9611755|-82.99879419999999
905|Steinkjer|64.01501929999999|11.4952627
906| schaumburg illinois|42.0333607|-88.0834059
907|Newcastle, UK|54.978252|-1.61778
908|Lille,|50.62925|3.057256
909|Derby, UK|52.9225301|-1.4746186
910|cedar rapids iowa|41.9778795|-91.6656232
911|Bradford,|53.795984|-1.759398
912|Cardiff, Wales, UK|51.48158100000001|-3.17909
913|Magdeburg, Germany|52.1205333|11.6276237
914|Pontiac, MI|42.6389216|-83.29104679999999
915|Schweinfurt|50.0492047|10.2194227
916|Hoofddorp|52.3060853|4.6907041
917|Hoofddorp, Netherlands|52.3060853|4.6907041
918|Curitiba, PR|-25.4808762|-49.3044253
919|Cervia, Italy|44.26354920000001|12.3476822
920|Schweinfurt, Germany|50.0492047|10.2194227
921|Centurion, South Africa|-25.864029|28.0888578
922|Egna-Neumarkt, Italy|46.3115896|11.272514
923|Karlsruhe, Germany|49.0068901|8.4036527
924|Antwerpen|39.2099521|-76.9420507
925|Lyon, France|45.764043|4.835659
926|Saint Petersburg, Russia|59.9342802|30.3350986
927|Savigny-le-Temple, France|48.59585999999999|2.580987
928|Ham, Belgium|51.1038173|5.177736299999999
929|Kitchener, ON|43.4516395|-80.4925337
930|Sapporo, Japan|43.0617713|141.3544507
931|Nancy, France|48.692054|6.184417
932|Matsumoto, Japan|36.2380434|137.9719897
933|Maui, HI|20.7983626|-156.3319253
934|Weeze, Germany|51.6266679|6.1968442
935|Zephyrhills, FL|28.2336196|-82.18119469999999
936|Roswell, NM|33.3942655|-104.5230242
937|Banchory,|57.053856|-2.4909599
938|Dubai|25.2048493|55.2707828
939|Carlisle, United Kingdom|54.892473|-2.932931
940|Schaffhausen,|47.6958897|8.6380489
941|Portsmouth,|43.0717552|-70.7625532
942|Munich,|48.1351253|11.5819805
943|Böblingen, Germany|48.6813312|9.0088299
944|Belfast, UK|54.59728500000001|-5.93012
945|Hultsfred, Sweden|57.49484|15.8416513
946|Aarhus, Denmark|56.162939|10.203921
947|Bergen, Norway|60.39126279999999|5.3220544
948|Singapore, Singapore|1.352083|103.819836
949|Vilnius, Lithuania|54.6871555|25.2796514
950|Winterthur, Switzerland|47.4988196|8.723688899999999
951|Zwolle, Netherlands|52.5167747|6.083021899999999
952|Norrköping, Sweden|58.587745|16.192421
953|Tampere, Finland|61.4977524|23.7609535
954|South Florida |27.6648274|-81.5157535
955|Rossio - Lisboa|38.7138802|-9.139051
956|Helsinki, FIN|60.16985569999999|24.9383791
957|Sopron, Hungary|47.68166189999999|16.5844795
958|Sereď,|48.2850786|17.7338455
959|Anchorage, AK|61.2180556|-149.9002778
960|Herrin, IL|37.80310559999999|-89.02757439999999
961|Kingston Upon Thames,|51.41233|-0.300689
962|Soho, London, UK|51.5136143|-0.1365486
963|Reseda, CA|34.2011141|-118.5360517
964|west melbourne|28.0716832|-80.65338779999999
965| clinton iowa|41.8444735|-90.1887379
966|Terre Haute, IN|39.4667034|-87.41390919999999
967|Binghamton, NY|42.09868669999999|-75.91797380000001
968|Bryan, TX|30.6743643|-96.3699632
969|Largo, MD|38.8779723|-76.8317325
970|Fern Park, Fl|28.6486372|-81.35133359999999
971|Cicero, IL|41.8455877|-87.7539448
972| West Hollywood, CA|34.0900091|-118.3617443
973|Eden Valley, MN|45.324998|-94.54451449999999
974|Dover De|39.158168|-75.5243682
975|Charleston, SC|32.7764749|-79.93105120000001
976|St. Charles, IL|41.9141945|-88.3086867
977|Appleton, WI|44.2619309|-88.41538469999999
978|Jim Thorpe, PA|40.8759235|-75.7324127
979|Jersey City, NJ|40.7177545|-74.0431435
980|Englewood, NJ|40.8928771|-73.9726381
981|Walker, MN|47.10134619999999|-94.5872162
982|Porvoo, Finland|60.3931919|25.6652739
983|State College, PA|40.7933949|-77.8600012
984|Kiuruvesi, Finland|63.65380200000001|26.6210552
985|Bytów, Poland|54.1706219|17.4916089
986|Jersey, Channel Islands, UK|49.21377649999999|-2.1357665
987|Gdańsk, Poland|54.35202520000001|18.6466384
988|Kildare, Ireland|53.1589342|-6.9095683
989|Guildford, UK|51.23622|-0.570409
990|Southampton,|50.90970040000001|-1.4043509
991|Parkenfestivalen, NO|67.2846335|14.3838662
992|Zamárdi, Hungary |46.8840799|17.9580947
993|Arvika Sweden|59.6548534|12.592136
994|Tunari, Romania|44.546529|26.1375753
995|Kyiv (Kiev),|50.4501|30.5234
996|Wayville, SA|-34.9453327|138.5925435
997|Wellington,|-41.2864603|174.776236
998|Kraków, PL|50.06465009999999|19.9449799
999|Montreal, Quebec|45.5016889|-73.567256
1000|Seixal, Portugal|38.6410676|-9.0975
1001|Blackburn, England|53.748575|-2.487529
1002|Benicassim, Spain|40.055385|0.0641504
1003|Kiewit, Belgium|50.96239|5.35609
1004|Mexico City|19.4326077|-99.133208
1005|Arnhem, Netherlands |51.9851034|5.898729599999999
1006|Ipswich,|52.056736|1.14822
1007|Mannheim, DE|49.4874592|8.466039499999999
1008|Oslo,|59.9138688|10.7522454
1009|Sopot, PL|54.441581|18.5600956
1010|Sheffield, England|53.38112899999999|-1.470085
1011|Greenwich,|51.4933675|0.0098214
1012|Bremen, Germany|53.07929619999999|8.8016936
1013|Auburn, AL|32.6098566|-85.48078249999999
1014|Skellefteå, Sweden|64.750244|20.950917
1015|Broadmeadow, NSW|-32.9251756|151.7341816
1016|São Paulo - Brasil|-23.5505199|-46.63330939999999
1017|Stanhope, NJ|40.9028765|-74.7090517
1018|Halton, UK|53.3612697|-2.7334763
1019|Monterrey, NL, Mexico|25.6866142|-100.3161126
1020|São Paulo|-23.5505199|-46.63330939999999
1021|Malmö|55.604981|13.003822
1022|São Paulo, SP, Brazil|-23.5505199|-46.63330939999999
1023|Birmingham|33.5185892|-86.8103567
1024|Birmingham, England|52.48624299999999|-1.890401
1025|Krakow,|50.06465009999999|19.9449799
1026|hollywood|34.0928092|-118.3286614
1027|Ipswich, UK|52.056736|1.14822
1028|Rome|41.9027835|12.4963655
1029|Leamington Spa, UK|52.2851905|-1.5200789
1030|Margate, UK|51.38964600000001|1.3868339
1031|Folkestone, UK|51.081397|1.169456
1032|Lincoln, UK|53.230688|-0.5405789999999999
1033|Kings Lynn|52.7516798|0.4022963000000001
1034|Cambridge, UK|52.205337|0.121817
1035|Beacon, NY|41.5048158|-73.9695832
1036|Sesto San Giovanni, Italy|45.5328245|9.2256875
1037|Middlesbrough, UK|54.574227|-1.234956
1038|Zurich|47.3768866|8.541694
1039|Toulon, FR|43.124228|5.928
1040|Jakarta,|-6.2087634|106.845599
1041|Bethlehem, PA|40.6259316|-75.37045789999999
1042|Moline, IL|41.5067003|-90.51513419999999
1043|Quezon City, Philippines|14.6760413|121.0437003
1044|Norfolk, Va.|36.8507689|-76.28587259999999
1045|tinley park illinois|41.5731442|-87.7932939
1046|Florida |27.6648274|-81.5157535
1047|Red Bank, NJ|40.3470543|-74.0643065
1048|Bilbao, SP|43.2630126|-2.9349852
1049|Athens, GR|37.9838096|23.7275388
1050| Athens|37.9838096|23.7275388
1051|Milton Keynes, England|52.0406224|-0.7594171
1052|Monaco, Monaco|43.73841760000001|7.424615799999999
1053|Santiago de Compostela, Spain|42.8782132|-8.5448445
1054|Lokeren, BE|51.10234130000001|3.9940663
1055|Minehead, UK|51.20428|-3.481152
1056|Lokeren, Belgium|51.10234130000001|3.9940663
1057|Katowice, PL|50.26489189999999|19.0237815
1058|Tienen, Belgium|50.81057|4.93622
1059|Castle Donington, England|52.845016|-1.3373001
